"AKR","店舗名","日付","曜日","天気","売上","売上目標","売上目標達成率","売上目標差分","昨年売上","売上昨対比","粗利","売上-FL","利益","コース売上","フード売上","ドリンク売上","アルコール売上","ソフトドリンク売上","ランチ売上","ディナー売上","出前売上","テイクアウト売上","ランチコース売上","ランチフード売上","ランチドリンク売上","ディナーコース売上","ディナーフード売上","ディナードリンク売上","客数","ランチ客数","ランチ組数","ディナー客数","ディナー組数","直接来店客数","予約来店客数","組数","直接来店組数","予約来店組数","リピート客率","リピート組率","客単価","ランチ客単価","ディナー客単価","FLコスト","FL率","仕入高","仕入率","理論原価高","理論原価率","人件費","人件費率","人件費率目標","人件費（Airシフト）","人時売上","人時生産性","1st D提供","F一品目提供","D提供遅れ","F提供遅れ","おすすめ成功"
"AKR1761659248","Niki・DINER","2026-02-18","水","晴","25267","0","0.0","25267","0","0.0","25267","25267","25267","0","22257","1590","1060","530","12890","12377","0","0","0","11490","530","0","10767","1060","13","7","4","6","3","13","0","7","7","0","0.0","0.0","1943","1841","2062","0","0.0","0","0.0","9599","37.9","0","0.0","0.0","0","0","0","393","525","1","0","0"
"AKR1761659248","Niki・DINER","2026-02-17","火","曇","30874","0","0.0","30874","0","0.0","30874","30874","30874","0","23974","1830","0","1830","10800","20074","0","0","0","9010","0","0","14964","1830","18","7","5","11","7","18","0","12","12","0","0.0","0.0","1715","1542","1824","0","0.0","0","0.0","11672","37.8","0","0.0","0.0","0","0","0","260","421","1","0","0"
"AKR1761659248","Niki・DINER","2026-02-16","月","晴","0","0","0.0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0.0","0","0","0","0","0","0","0","0"
"AKR1761659248","Niki・DINER","2026-02-15","日","晴","83760","0","0.0","83760","0","0.0","83760","83760","83760","0","66800","6920","3900","3020","75700","8060","0","0","0","60800","6920","0","6000","0","41","37","16","4","3","41","0","19","19","0","0.0","0.0","2042","2045","2015","0","0.0","0","0.0","32540","38.8","0","0.0","0.0","0","0","0","124","558","0","1","0"
"AKR1761659248","Niki・DINER","2026-02-14","土","晴","35010","0","0.0","35010","0","0.0","35010","35010","35010","0","28990","1960","0","1960","15550","19460","0","0","0","13360","530","0","15630","1430","19","8","5","11","7","17","2","12","11","1","0.0","0.0","1842","1943","1769","0","0.0","0","0.0","13278","37.9","0","0.0","0.0","0","0","0","237","350","1","0","0"
"AKR1761659248","Niki・DINER","2026-02-13","金","晴","40339","0","0.0","40339","0","0.0","40339","40339","40339","0","33650","569","0","569","25680","14659","0","0","0","21220","0","0","12430","569","18","11","7","7","5","18","0","12","12","0","0.0","0.0","2241","2334","2094","0","0.0","0","0.0","16674","41.3","0","0.0","0.0","0","0","0","0","315","0","0","0"
"AKR1761659248","Niki・DINER","2026-02-12","木","晴","40370","0","0.0","40370","0","0.0","40370","40370","40370","0","32220","1560","1560","0","31590","8780","0","0","0","24790","1560","0","7430","0","21","16","10","5","2","21","0","12","12","0","0.0","0.0","1922","1974","1756","0","0.0","0","0.0","16565","41.0","0","0.0","0.0","0","0","0","299","1023","0","1","0"
"AKR1761659248","Niki・DINER","2026-02-11","水","晴","102780","0","0.0","102780","0","0.0","102780","102780","102780","0","82290","4640","2400","2240","50040","52740","0","0","0","40590","650","0","41700","3990","48","26","13","22","8","48","0","21","21","0","0.0","0.0","2141","1924","2397","0","0.0","0","0.0","38846","37.7","0","0.0","0.0","0","0","0","187","433","0","0","0"
"AKR1761659248","Niki・DINER","2026-02-10","火","曇","36930","0","0.0","36930","0","0.0","36930","36930","36930","0","32540","1510","960","550","17940","18990","0","0","0","16980","0","0","15560","1510","21","12","7","9","6","21","0","13","13","0","0.0","0.0","1758","1495","2110","0","0.0","0","0.0","14127","38.2","0","0.0","0.0","0","0","0","85","301","0","0","0"
"AKR1761659248","Niki・DINER","2026-02-09","月","晴","13209","0","0.0","13209","0","0.0","13209","13209","13209","0","11189","1540","1010","530","4840","8369","0","0","0","3780","1060","0","7409","480","7","3","2","4","4","7","0","6","6","0","0.0","0.0","1887","1613","2092","0","0.0","0","0.0","5472","41.4","0","0.0","0.0","0","0","0","113","350","0","0","0"
"AKR1761659248","Niki・DINER","2026-02-08","日","晴","52227","0","0.0","52227","0","0.0","52227","52227","52227","0","37097","8210","4480","3730","38417","13810","0","0","0","26167","8210","0","10930","0","34","27","10","7","5","34","0","15","15","0","0.0","0.0","1536","1422","1972","0","0.0","0","0.0","20849","39.9","0","0.0","0.0","0","0","0","295","403","5","0","0"
"AKR1761659248","Niki・DINER","2026-02-07","土","曇","65340","0","0.0","65340","0","0.0","65340","65340","65340","0","53140","6480","6480","0","37630","27710","0","0","0","30490","2420","0","22650","4060","35","18","8","17","5","35","0","13","13","0","0.0","0.0","1866","2090","1630","0","0.0","0","0.0","26180","40.0","0","0.0","0.0","0","0","0","191","410","2","0","0"
"AKR1761659248","Niki・DINER","2026-02-06","金","晴","27457","0","0.0","27457","0","0.0","27457","27457","27457","0","22827","1590","0","1590","25377","2080","0","0","0","21097","1590","0","1730","0","11","10","7","1","1","11","0","8","8","0","0.0","0.0","2496","2537","2080","0","0.0","0","0.0","10374","37.7","0","0.0","0.0","0","0","0","261","314","0","0","0"
"AKR1761659248","Niki・DINER","2026-02-05","木","晴","32968","0","0.0","32968","0","0.0","32968","32968","32968","0","26198","1960","0","1960","14216","18752","0","0","0","10946","1960","0","15252","0","19","11","10","8","6","19","0","16","16","0","0.0","0.0","1735","1292","2344","0","0.0","0","0.0","13106","39.7","0","0.0","0.0","0","0","0","0","341","0","0","0"
"AKR1761659248","Niki・DINER","2026-02-04","水","晴","47120","0","0.0","47120","0","0.0","47120","47120","47120","0","41220","680","0","680","33200","13920","0","0","0","27650","680","0","13570","0","21","16","11","5","2","21","0","13","13","0","0.0","0.0","2243","2075","2784","0","0.0","0","0.0","17645","37.4","0","0.0","0.0","0","0","0","247","458","0","0","0"
"AKR1761659248","Niki・DINER","2026-02-03","火","晴","57528","0","0.0","57528","0","0.0","57528","57528","57528","0","49958","4470","3360","1110","41170","16358","0","0","0","35040","3030","0","14918","1440","31","24","14","7","5","31","0","19","19","0","0.0","0.0","1855","1715","2336","0","0.0","0","0.0","22181","38.5","0","0.0","0.0","0","0","0","165","329","0","0","0"
"AKR1761659248","Niki・DINER","2026-02-02","月","晴","30900","0","0.0","30900","0","0.0","30900","30900","30900","0","26220","1710","480","1230","17100","13800","0","0","0","14530","700","0","11690","1010","19","12","8","7","5","19","0","13","13","0","0.0","0.0","1626","1425","1971","0","0.0","0","0.0","12193","39.4","0","0.0","0.0","0","0","0","290","380","1","0","0"
"AKR1761659248","Niki・DINER","2026-02-01","日","晴","75982","0","0.0","75982","0","0.0","75982","75982","75982","0","69582","8330","3720","4610","51590","24392","0","0","0","51580","1940","0","18002","6390","43","29","14","14","8","43","0","22","22","0","0.0","0.0","1767","1778","1742","0","0.0","0","0.0","29868","39.3","0","0.0","0.0","0","0","0","230","419","3","0","0"
