"AKR","店舗名","日付","曜日","天気","売上","売上目標","売上目標達成率","売上目標差分","昨年売上","売上昨対比","粗利","売上-FL","利益","コース売上","フード売上","ドリンク売上","アルコール売上","ソフトドリンク売上","ランチ売上","ディナー売上","出前売上","テイクアウト売上","ランチコース売上","ランチフード売上","ランチドリンク売上","ディナーコース売上","ディナーフード売上","ディナードリンク売上","客数","ランチ客数","ランチ組数","ディナー客数","ディナー組数","直接来店客数","予約来店客数","組数","直接来店組数","予約来店組数","リピート客率","リピート組率","客単価","ランチ客単価","ディナー客単価","FLコスト","FL率","仕入高","仕入率","理論原価高","理論原価率","人件費","人件費率","人件費率目標","人件費（Airシフト）","人時売上","人時生産性","1st D提供","F一品目提供","D提供遅れ","F提供遅れ","おすすめ成功"
"AKR1761659248","Niki・DINER","2026-01-10","土","晴","65253","0","0.0","65253","0","0.0","65253","65253","65253","0","57403","7850","3820","4030","36317","28936","0","0","0","36317","0","0","21086","7850","35","20","12","15","8","35","0","20","20","0","0.0","0.0","1864","1815","1929","0","0.0","0","0.0","17723","27.1","0","0.0","0.0","0","0","0","159","326","4","0","0"
"AKR1761659248","Niki・DINER","2026-01-09","金","晴","42172","0","0.0","42172","0","0.0","42172","42172","42172","0","36169","3663","1160","2503","12880","29292","0","0","0","11390","530","0","24779","3133","12","6","4","6","5","12","0","9","9","0","0.0","0.0","3514","2146","4882","0","0.0","0","0.0","12146","28.8","0","0.0","0.0","0","0","0","100","354","0","0","0"
"AKR1761659248","Niki・DINER","2026-01-08","木","晴","16406","0","0.0","16406","0","0.0","16406","16406","16406","0","13716","0","0","0","4820","11586","0","0","0","3860","0","0","9856","0","7","2","2","5","3","7","0","5","5","0","0.0","0.0","2343","2410","2317","0","0.0","0","0.0","4787","29.1","0","0.0","0.0","0","0","0","0","706","0","1","0"
"AKR1761659248","Niki・DINER","2026-01-07","水","晴","22270","0","0.0","22270","0","0.0","22270","22270","22270","0","19150","1460","780","680","7650","14620","0","0","0","6140","680","0","13010","780","10","3","2","7","3","10","0","5","5","0","0.0","0.0","2227","2550","2088","0","0.0","0","0.0","6429","28.8","0","0.0","0.0","0","0","0","119","583","0","0","0"
"AKR1761659248","Niki・DINER","2026-01-06","火","晴","27740","0","0.0","27740","0","0.0","27740","27740","27740","0","24040","780","780","0","23550","4190","0","0","0","19850","780","0","4190","0","14","11","5","3","2","14","0","7","7","0","0.0","0.0","1981","2140","1396","0","0.0","0","0.0","8217","29.6","0","0.0","0.0","0","0","0","396","417","1","0","0"
"AKR1761659248","Niki・DINER","2026-01-05","月","曇","42245","0","0.0","42245","0","0.0","42245","42245","42245","0","35485","3180","1540","1640","23900","18345","0","0","0","19740","580","0","15745","2600","20","12","8","8","5","20","0","13","13","0","0.0","0.0","2112","1991","2293","0","0.0","0","0.0","11803","27.9","0","0.0","0.0","0","0","0","113","434","0","0","0"
"AKR1761659248","Niki・DINER","2026-01-04","日","晴","83663","0","0.0","83663","0","0.0","83663","83663","83663","0","76783","6880","3340","3540","58540","25123","0","0","0","54840","3700","0","21943","3180","40","29","11","11","5","40","0","16","16","0","0.0","0.0","2091","2018","2283","0","0.0","0","0.0","24191","28.9","0","0.0","0.0","0","0","0","392","369","3","0","0"
"AKR1761659248","Niki・DINER","2026-01-03","土","晴","143000","0","0.0","143000","0","0.0","143000","143000","143000","0","131280","9450","3880","5570","143000","0","0","0","0","131280","9450","0","0","0","66","66","27","0","0","66","0","27","27","0","0.0","0.0","2166","2166","0","0","0.0","0","0.0","1973","1.3","0","0.0","0.0","0","0","0","194","433","0","0","0"
"AKR1761659248","Niki・DINER","2026-01-02","金","曇","88280","0","0.0","88280","0","0.0","88280","88280","88280","0","77500","4200","1940","2260","88280","0","0","0","0","77500","4200","0","0","0","52","52","23","0","0","52","0","23","23","0","0.0","0.0","1697","1697","0","0","0.0","0","0.0","0","0.0","0","0.0","0.0","0","0","0","151","423","0","0","0"
"AKR1761659248","Niki・DINER","2026-01-01","木","曇","116860","0","0.0","116860","0","0.0","116860","116860","116860","0","96100","15830","8560","7270","116860","0","0","0","0","96100","15830","0","0","0","63","63","23","0","0","63","0","23","23","0","0.0","0.0","1854","1854","0","0","0.0","0","0.0","0","0.0","0","0.0","0.0","0","0","0","314","604","9","2","0"
